text,label
"காய்ச்சலுக்கு மருந்து வேண்டாம், நல்லெண்ணெய் தேய்த்தால் போதும்.",fake
நான் மட்டும் ஏன் இவ்வளவு கஷ்டப்படவேண்டும்?,negative
புயல் தாக்கிய பகுதிகளில் மீட்பு பணிகள் துவங்கியது.,real
நதி மாசு கட்டுப்பாட்டு நடவடிக்கை வலுப்படுத்தப்பட்டது.,real
ரத்த அழுத்தம் குணமாக வெறும் வயிற்றில் கோமியம் குடிக்க வேண்டும்.,fake
கிராமப்புற சாலை மேம்பாட்டு திட்டம் வரும் மூன்று மாதத்தில் முடிக்கப்படும்.,real
தமிழ்நாட்டில் கோடை வெப்பம் அதிகரித்துள்ளதாக வானிலை ஆய்வு மையம் தெரிவித்தது.,real
நீண்ட நாள் கனவான சொந்த வீடு வாங்கினேன்.,positive
புதிய ஆண்டில் மாணவர் உதவித்தொகை தொகை அதிகரிக்கப்பட்டது.,real
கர்நாடக சங்கீத கச்சேரி கேட்டு மனம் திருப்தி பெற்றது.,positive
விஷம் கொடுத்து குணப்படுத்தும் வழிபாடு.,fake
என் திறமை அங்கீகரிக்கப்பட்டது.,positive
"இந்த யந்திரம் பூஜிக்கப்பட்டது, வீட்டில் வாங்கிவையுங்கள்.",fake
தமிழ் சினிமா உலகளவில் பெருமை சேர்க்கிறது.,positive
"அரசு ஒவ்வொரு குடும்பத்திற்கும் ஒரு லட்சம் ரூபாய் கொடுக்கிறது, இப்போதே விண்ணப்பிக்கவும்.",fake
மழை நாளில் பஜ்ஜி சாப்பிடும் சந்தோஷம் வேறு எங்கும் கிடைக்காது.,positive
புதிய தொழில்நுட்ப வளாகம் நகர்ப்புற மாவட்டத்தில் உருவாகிறது.,real
என் திட்டம் வெற்றிகரமாக நிறைவேறியது.,positive
நிலவு தரையிறங்கல் நாஸாவின் பொய் என்று புதிய சான்றுகள் வந்துள்ளன.,fake
இந்த நிலைமை என்றும் மாற்றப்படாதா?,negative
தமிழகத்தில் தகவல் தொழில்நுட்ப மையங்கள் புதிய வேலை வாய்ப்புகளை தருகின்றன.,real
தமிழகத்தில் புதிய நீர்மின் திட்டம் அறிவிக்கப்பட்டது.,real
குழந்தைகளுக்கான ஊட்டச்சத்து திட்டம் மேம்படுத்தப்பட்டது.,real
பஞ்சாமிர்தம் சாப்பிட்டதும் மனம் மகிழ்ச்சியில் நிறைந்தது.,positive
என் ஆரோக்கியம் இப்போது மிகவும் நன்றாக இருக்கிறது.,positive
சமூக ஊடகங்களில் வெறுப்பு பரப்பல் அதிகரித்துள்ளது.,negative
சென்னை சூப்பர் கிங்ஸ் தற்போதைய ஐ.பி.எல். போட்டியில் முதலிடம் பெற்றது.,real
என் குழந்தை முதல் வார்த்தை பேசியது.,positive
அம்மா செய்த சாம்பார் சாப்பிட்டால் சோர்வு மறந்துவிடும்.,positive
என் வாழ்க்கை ஒரு கேள்விக்குறியாக இருக்கிறது.,negative
உதவி கேட்கவே வெட்கமாக இருக்கிறது.,negative
இயற்கையுடன் இணைந்திருப்பது உள்ளத்தை குளிர்விக்கும்.,positive
புதிய பாலம் கட்டுமான திட்டம் அரசாங்கத்தால் அறிவிக்கப்பட்டது.,real
ரத்த சர்க்கரை குறைய வெறும் வாழைப்பழம் மட்டும் சாப்பிடுங்கள்.,fake
உண்மையான நட்பு என்றும் நிலைக்கும்.,positive
மனசு சீரழிந்துவிட்டது.,negative
யாரும் உதவமாட்டார்கள் என்று தோன்றுகிறது.,negative
ஓய்வில் இருந்தே பணம் சம்பாதிக்கலாம்.,fake
இன்று ஒரு நல்ல செயல் செய்தோம்.,positive
இலங்கையில் இரகசியமாக அணு ஆயுதம் வைக்கப்பட்டுள்ளது.,fake
கண் சிகிச்சை மேற்கொள்ள இந்த மூலிகை மட்டும் போதும்.,fake
ஒவ்வொரு நாளும் ஒரு புதிய வாய்ப்பு.,positive
அக்காவின் ஆதரவு என்னை தைரியமாக வாழ வைக்கிறது.,positive
குடும்பத்துடன் சாப்பிட்ட சாப்பாடு என்றும் இனிமையாக இருக்கும்.,positive
ஆதரவற்ற முதியோர் யாரும் இல்லாமல் கஷ்டப்படுகிறார்கள்.,negative
"குழந்தையின் முதல் அடி பார்த்தோம், மனம் உவகையில் நிறைந்தது.",positive
"காஞ்சீபுரம் பட்டு வாங்கினோம், மிகவும் மகிழ்ச்சியாக இருக்கிறது.",positive
மலை சாலையில் பயணம் செய்வது ஒரு அதிசய அனுபவம்.,positive
என் நண்பன் என்னை ஏமாற்றிவிட்டான்.,negative
"அரசு தீவிர கண்காணிப்புக்கு உட்படுத்திவருகிறது, போன் கவனமாக பயன்படுத்துங்கள்.",fake
என் வாழ்க்கை இனி சிக்கலாகும் என்று பயமாக இருக்கிறது.,negative
என் ஊர் நல்ல விரைவு வளர்ச்சியில் இருக்கிறது.,positive
"சிக்கிம் மலைகளின் எழில் பார்த்தேன், மனம் நிறைந்தது.",positive
என் பெற்றோர் எனக்கு ஒரு வலுவான அடித்தளம் கொடுத்திருக்கிறார்கள்.,positive
வயதானவர்கள் புறக்கணிக்கப்படுகிறார்கள்.,negative
குளங்கள் ஆக்கிரமிக்கப்படுகின்றன.,negative
தான் தாழ்ந்தால் தலை உயரும் என்ற பழமொழி உண்மையே.,positive
அரசு ஆவணம் பெற மாதக்கணக்கில் காத்திருக்கிறேன்.,negative
தமிழ்நாடு அரசு மின்சாரம் இல்லாத கிராமங்களுக்கு சோலார் இணைப்பு அளிக்கிறது.,real
மாவட்ட சுகாதார இலாகா தடுப்பூசி விழிப்புணர்வு நடத்தியது.,real
யார் உதவுவார்?,negative
யாரிடம் புகார் சொல்வது?,negative
"ஒரு பயிற்சிக்காக ரூ.500 கட்டணம் செலுத்தினால் மாதம் ரூ.50,000 வரும்.",fake
சர்வதேச வர்த்தக உடன்படிக்கை புதிய சாத்தியங்களை திறக்கிறது.,real
அரசு திட்ட பலன் சரியான நபருக்கு கிடைக்கவில்லை.,negative
"வேலை போய்விட்டது, என்ன செய்வதென்று தெரியவில்லை.",negative
என் ஆதரவு இல்லாமல் தவிக்கிறேன்.,negative
தமிழக அரசு முதலீட்டாளர்களை ஈர்க்க புதிய கொள்கை அறிவித்தது.,real
வீட்டு சமையல் எப்போதும் ஹோட்டல் சாப்பாட்டை விட சுவையானது.,positive
தமிழ்நாடு சுற்றுச்சூழல் கொள்கை தொடர்பான புதிய அரசாணை வெளியிடப்பட்டது.,real
ஓட்டுனர் சரியாக நடத்தவில்லை.,negative
கிராமப்புற மாணவர்களுக்கு சிறப்பு உதவித்தொகை அறிவிக்கப்பட்டது.,real
தேசிய ஊட்டச்சத்து திட்டம் மாநிலத்தில் விரிவாக்கப்படுகிறது.,real
வேர்க்கடலை மிட்டாய் சாப்பிட்டால் சிறுவயது நினைவுகள் வரும்.,positive
மண்புழு உரம் திட்டம் கிராம பஞ்சாயத்தில் தொடங்கியது.,real
ஊரக வேலை உறுதி திட்டத்தில் கூடுதல் நிதி வழங்கப்படுகிறது.,real
கவசம் உடுத்தினால் துப்பாக்கி குண்டு பட்டாலும் ஒன்றுமில்லை.,fake
இயற்கை உணவுப் பண்ணைகளுக்கு மானியம் அளிக்கும் திட்டம் வந்தது.,real
வயிற்றுக்கு சோறு இல்லை.,negative
மிகவும் பிரபலமான பாடகர் மரணமடைந்தார் என்று பரவும் செய்தி பொய்.,fake
எத்தனை முயற்சி செய்தாலும் பலன் இல்லை.,negative
என் வாழ்க்கை ஒரு போராட்டமாகவே கடந்துவிட்டது.,negative
ஒலி மாசு தாங்கவில்லை.,negative
யாரும் நம்பிக்கை வார்த்தை சொல்வதில்லை.,negative
சட்டமன்ற குழு பள்ளி கட்டுமான மோசடியை விசாரிக்கிறது.,real
என் மனதில் கவலை மட்டுமே நிரம்பியிருக்கிறது.,negative
கஷ்டத்திற்கு முடிவு இல்லையா?,negative
மலேரியா ஒழிப்புத் திட்டம் தமிழகத்தில் பயனுள்ள முன்னேற்றம் கண்டது.,real
குழந்தைகளின் கலகலப்பு வீட்டை மகிழ்ச்சியாக வைக்கிறது.,positive
ஒரு பிரபல அரசியல்வாதி ரகசியமாக வெளிநாட்டில் சொத்து வைத்துள்ளதாக வரும் செய்தி போலி.,fake
தமிழகத்தில் நடைப்பாதை மேம்பாட்டு திட்டம் பல நகரங்களில் செயல்படுகிறது.,real
நாட்டிய நிகழ்ச்சி பார்த்து மனம் மகிழ்ந்தது.,positive
அரசுப் பள்ளிகளில் டிஜிட்டல் வகுப்பறை திட்டம் தொடங்கியது.,real
இந்த எண்ணிக்கையில் சுற்றி வந்த கோழி சாம்பலை தடவினால் தீர்வு கிடைக்கும்.,fake
சென்னை பங்குச்சந்தை புதிய உச்சத்தை எட்டியது.,real
தமிழக விளையாட்டு வீரர்களுக்கு ஆண்டு விருது வழங்கப்பட்டது.,real
தனிமை என்னை கொல்கிறது.,negative
தமிழக பொருளாதார வளர்ச்சி கடந்த ஆண்டை விட 7% அதிகரித்தது.,real
மனசை திரும்பவும் கட்டி எழுப்ப முடியவில்லை.,negative
அன்பான வீட்டிலிருந்து வரும்போது மனம் கனக்காது.,positive
சேவை மையத்தில் பணியாளர்கள் கவனமாக இல்லை.,negative
புகழ்பெற்ற சமூக ஆர்வலர் கைது செய்யப்பட்டார் என்பது அடிப்படையில்லாத செய்தி.,fake
யாரும் என்னை கேட்பதில்லை.,negative
குறுஞ்செயலி மூலம் விவசாயிகள் சந்தை விலை அறிய முடியும்.,real
என் திட்டங்கள் எல்லாம் வீணாகிவிட்டன.,negative
10 நாள் விரதம் இருந்தால் சர்க்கரை வியாதி குணமாகும்.,fake
வெளிநாட்டினர் தமிழகத்தின் நீரை சூறையாடுகின்றனர்.,fake
வீட்டின் வடக்கு பக்கம் படுத்தால் மட்டுமே ஆயுள் கூடும்.,fake
வெளிநாட்டு நிறுவனங்கள் தமிழகத்தை வாங்கி தீர்க்கின்றன.,fake
"கலை திருவிழாவில் கலந்துகொண்டோம், இனிய அனுபவம்.",positive
மதுரையில் தமிழ் இலக்கிய மாநாடு நடைபெற்றது.,real
"இன்று என் நண்பன் திருமணம் ஆனது, மகிழ்ச்சியாக இருக்கிறது.",positive
யாரும் என் மேல் அக்கறை காட்டுவதில்லை.,negative
அலுவலகத்தில் யாரும் மரியாதையாக நடத்துவதில்லை.,negative
இந்த தூக்கம் மாத்திரை குறிப்பிட்ட தொழிலில் உள்ளவர்களுக்கு மட்டும் கொடுக்கப்படும்.,fake
இந்த நோய் ஆய்வகத்தில் உருவாக்கப்பட்டது என்று சான்று கிடைத்தது.,fake
பொது போக்குவரத்து மேம்பாட்டிற்காக புதிய பேருந்துகள் ஆர்டர் செய்யப்பட்டன.,real
காலை வேளை சூரிய உதயம் பார்ப்பது ஒரு தனி அனுபவம்.,positive
நம்பியவர்கள் ஏமாற்றினர்.,negative
ஒவ்வொரு நாளும் ஒரு புது பிரச்சினை.,negative
என் வாழ்க்கை இனி மாறாதா?,negative
என்னால் இனி பொறுக்கவே கஷ்டமாக இருக்கிறது.,negative
மனம் கனக்கும்போது யாரும் அருகில் இல்லை.,negative
தமிழ்நாட்டில் ஆற்றல் சேமிப்பு திட்டம் புதிய முறையில் தொடங்கியது.,real
"என் மாமா ஆஸ்பத்திரியில் இருக்கிறார், மனம் அமைதியில்லை.",negative
எனக்கு மட்டும் ஏன் இப்படி நடக்கிறது?,negative
"இன்று தேர்வில் முதல் மதிப்பெண் பெற்றேன், மகிழ்ச்சியாக இருக்கிறது.",positive
வாட்ஸ்அப்பில் ஒரு குறிப்பிட்ட கோட் அனுப்பினால் உங்கள் கணக்கு ஹேக்கர்களிடம் போகும்.,fake
ஒரு ஆய்வில் இந்த உணவை சாப்பிட்டவர்கள் 100 ஆண்டு வாழ்ந்தனர்.,fake
மனசு தொய்ந்து போகிறது.,negative
பெண்கள் தனியாக வெளியே செல்வது பாதுகாப்பற்றதாக உணர்கிறார்கள்.,negative
என் குடும்பத்தினர் என்னை மிகவும் நேசிக்கிறார்கள்.,positive
மேல்முறையீட்டு நீதிமன்றம் தீர்ப்பு ரத்து செய்தது.,real
என் தனிமை என்னை சோகப்படுத்துகிறது.,negative
நவீன மருத்துவமனை மருந்துகள் அனைத்தும் போலி.,fake
"அன்பான நாய் இறந்தது, மனம் வலிக்கிறது.",negative
என்னால் யாரையும் நம்ப முடியவில்லை.,negative
புற்றுநோய் கட்டியை பழைய வைத்தியம் மட்டுமே குணப்படுத்தும்.,fake
இஞ்சி பூண்டு கலவை குடிப்பவர்களுக்கு கொரோனா வராது என்று ஆய்வு தெரிவிக்கிறது.,fake
நட்பு என்பது வாழ்க்கையின் மிகவும் மதிப்பான பரிசு.,positive
என் யோசனைகளை யாரும் கேட்பதில்லை.,negative
போதை மருந்து இளைஞர்களை அழிக்கிறது.,negative
உயர்நீதிமன்றம் நிலத்திணைப்பு விஷயத்தில் அரசிற்கு நோட்டீஸ் அனுப்பியது.,real
குறிப்பிட்ட கடவுள் படம் பார்த்தால் நோய் போகும் என்று பரவும் செய்தி.,fake
தமிழக முதலமைச்சர் வட மாவட்டங்களில் வளர்ச்சித் திட்டங்களை திறந்துவைத்தார்.,real
மனம் சோர்ந்து படுக்கிறேன்.,negative
தலித் மக்கள் இன்னும் பாகுபாட்டை எதிர்கொள்கிறார்கள்.,negative
அந்நியர்கள் கண்ணீர் சேகரித்து நமக்கு விஷம் கொடுக்கிறார்கள்.,fake
அரசு மருத்துவமனையில் புதிய கண் சிகிச்சை பிரிவு தொடங்கியது.,real
இனி எதுவும் மாறாது என்று தோன்றுகிறது.,negative
இன்று ஓட்டப்பயிற்சியில் புதிய சாதனை படைத்தேன்.,positive
ராகு கேது பெயர்ச்சி: உங்கள் ராசியில் ஆபத்து உள்ளது.,fake
விவசாயிகளுக்கு மூன்று ஏக்கர் இலவச நிலம் கொடுக்கும் திட்டம்.,fake
இந்த தாயத்தை வாங்கி அணிந்தால் கடன் தீரும்.,fake
யோகா செய்தால் பணம் வரும் என்ற பிரத்யேக ரகசியம்.,fake
என் வேலை உரிமைகள் மீறப்படுகின்றன.,negative
என் வேலை என்னை திருப்திப்படுத்துகிறது.,positive
விஞ்ஞானிகள் நிரூபித்தனர்: தியானம் செய்பவர்கள் மரணமடைவதில்லை.,fake
இந்திய விஞ்ஞானிகள் புதிய ஆற்றல் சேமிப்பு முறையை கண்டுபிடித்தனர்.,real
"எல்லோருக்கும் இலவச சமையல் எரிவாயு திட்டம் வந்துவிட்டது, விண்ணப்பிக்கவும்.",fake
இந்த யோகா பயிற்சி செய்தால் வயதே ஆகாது.,fake
யாரும் இல்லாத நேரத்தில் மனம் பயப்படுகிறது.,negative
"புதிய பயிற்சி பெற்றேன், திறன் மேம்பட்டது.",positive
ஓவர்டைம் செய்தாலும் சம்பளம் உயரவில்லை.,negative
என்ன செய்வதென்று தெரியவில்லை.,negative
சென்னையில் மழை நீர் வடிகால் புதுப்பிக்கப்படுகிறது.,real
தமிழகத்தில் சூரிய ஆற்றல் உற்பத்தி புதிய சாதனை படைத்தது.,real
தமிழ்நாட்டில் சட்டவிரோத மணல் அகழ்வு ஒழிக்க புதிய நடவடிக்கை.,real
இந்த புனிதமான தமிழ் மண்ணில் பிறந்தது பெருமையே.,positive
சர்க்கரை வியாதி தீர்க்கும் ரகசிய மருந்தை மருத்துவர்கள் மறைக்கிறார்கள்.,fake
"ஆங்கிலம் பேசக் கற்றுக்கொண்டேன், நம்பிக்கை அதிகரித்தது.",positive
தனிமையில் வலியோடு வாழ்கிறேன்.,negative
இன்று ஒரு அருமையான அனுபவம் பெற்றேன்.,positive
என் அடுத்த படி தெளிவாக தெரிகிறது.,positive
"கல்லூரி முடித்தேன், இப்போது புதிய பயணம் தொடங்குகிறது.",positive
தினமும் அழுது படுக்கிறேன்.,negative
என் வலி யாருக்கும் தெரிவதில்லை.,negative
நாளை சூரிய ஒளி கிரகணம்; ஆகா பழங்கள் சாப்பிட வேண்டாம்.,fake
கடலில் குளித்தபோது எல்லா கவலையும் போய்விட்டது.,positive
உங்கள் போன் ஹேக்கிங்கிலிருந்து காக்க இந்த கோடை அழுத்துங்கள்.,fake
காட்டு மூலிகை கஷாயம் குடித்தால் கொரோனா 24 மணி நேரத்தில் குணமாகும்.,fake
பூண்டு சாப்பிட்டால் மட்டுமே சர்க்கரை வியாதி தீரும்.,fake
குறிப்பிட்ட நேரத்தில் சூரியனை பார்த்தால் கண்பார்வை அதிகரிக்கும்.,fake
நேர்மையாக வாழ்வதே உண்மையான வாழ்க்கை.,positive
"அரசு ரகசியமாக மக்களை கண்காணிக்கிறது, இந்த பொருளை தூக்கி எறியுங்கள்.",fake
இந்த வழிபாடு செய்தால் கோடி ரூபாய் பெறலாம்.,fake
"ஏழைகளுக்கு நீதி கிடைப்பதில்லை, பணக்காரர்களுக்கு மட்டுமே உரிமைகள்.",negative
குழாய் நீர் கெட்டுப்போய் கிடைக்கிறது.,negative
"ஊரில் ஜல்லிக்கட்டு பார்க்கப் போனோம், மனம் குதூகலித்தது.",positive
பள்ளிக்கு ஆசிரியர் வருவதில்லை.,negative
இந்த நீரை வீட்டில் தெளித்தால் கோவிட் வராது.,fake
கடற்கரையில் நடப்பது என் மனதை புத்துணர்வூட்டுகிறது.,positive
நாட்டில் வேலையில்லாத் திண்டாட்டம் அதிகரிக்கிறது.,negative
கோயம்புத்தூரில் சர்வதேச தொழில் கண்காட்சி நடைபெற்றது.,real
"அரசு இலவச மொபைல் கொடுக்கும் திட்டம் தொடங்கியது, இந்த இணையதளத்தில் பதிவு செய்யுங்கள்.",fake
யாரும் என்னை புரிந்துகொள்ளவில்லை.,negative
சிட்ரோல் மணல் மட்டுமே ரத்தப்பிரசவத்தை குணப்படுத்தும்.,fake
நல்ல இசையே மனிதனின் நண்பன்.,positive
தமிழ்நாட்டில் ஒவ்வொரு ஆண்டும் மரம் நடும் திட்டம் விரிவாக்கப்படுகிறது.,real
அந்நிய நேரடி முதலீடு கடந்த காலாண்டில் உயர்ந்துள்ளது.,real
மது குடிப்பவர்களுக்கு கொரோனா வராது என்று நிரூபிக்கப்பட்டுள்ளது.,fake
ரோட்டுப் பயணம் மனதிற்கு புத்துணர்வு தரும்.,positive
நாட்டு கோழி குழம்பு சாப்பிட்டால் தலை தெளியும்.,positive
என் உழைப்பை அனைவரும் பாராட்டுகிறார்கள்.,positive
தமிழ்நாடு கால்பந்து அணி தேசிய சாம்பியன்ஷிப்பில் இடம் பெற்றது.,real
இரவில் ஏசி போட்டு தூங்கினால் மூளை சுருங்கும்.,fake
சைக்லோன் எச்சரிக்கை ரத்து செய்யப்பட்டது.,real
தோல்வி மீது தோல்வி என்னை சிதைக்கிறது.,negative
என் கடல் பயணம் ஒரு அற்புத கனவாக நிறைவேறியது.,positive
நேரம் கடந்தும் தீர்வு கிடைக்கவில்லை.,negative
நான் மட்டுமே ஏன் இவ்வளவு கஷ்டம் சந்திக்கிறேன்?,negative
மழை வராத ஊரில் மழை பெய்யும்படி இந்த வழிபாடு செய்யுங்கள்.,fake
"வீடு தொலைந்தது, குடும்பம் கஷ்டத்தில் இருக்கிறது.",negative
மதுரை மீனாட்சி அம்மன் கோயில் பார்க்க மனம் ஆவலில் துடிக்கிறது.,positive
காற்று மாசு அரசு செய்யும் சதி என்று போலி விஞ்ஞானிகள் கூறினர்.,fake
என்னுடைய கவலை குறையவில்லை.,negative
பொழுதை பயனுள்ளதாக செலவிட்டோம்.,positive
ஒரு ஆய்வில் தினமும் இந்த உணவை சாப்பிட்டவர்கள் மரணமடைவதில்லை.,fake
தடைகளை கடந்து வெற்றி அடைந்தேன்.,positive
என் வாழ்க்கை ஏன் இப்படி ஆனது?,negative
தமிழ் நடிகை திடீர் திருமணம் செய்தாள் என்று வரும் செய்தி போலி.,fake
என் தொழில் முயற்சி இன்று பலன் தரத் தொடங்கியது.,positive
பாதாள ஊழல் அம்பலம்: அரசு கோடிகோடியாய் சேமிக்கிறது.,fake
தொண்டு செய்வது மனதிற்கு ஆறுதல் தரும்.,positive
புதிய மொழி கற்றுக்கொள்வது மனதிற்கு சவாலும் மகிழ்ச்சியும் தரும்.,positive
கடலோர சாலை திட்டம் சுற்றுலாவிற்கு உதவும்.,real
கவலை விட்டுவிட்டால் மனம் எவ்வளவு இலகுவாக இருக்கும்.,positive
என்னை நல்ல வழியில் வழிநடத்தியவர்களுக்கு நன்றி.,positive
புதிய அரசு திட்டம் மூலம் ஆதரவற்ற குழந்தைகளுக்கு உதவி செய்யப்படும்.,real
குடும்ப நல மருத்துவமனை சேவை விரிவாக்கப்பட்டது.,real
"கல்யாணம் கலைந்தது, மனம் வேதனைப்படுகிறது.",negative
என் நலனை யாரும் கவலைப்படவில்லை.,negative
இந்த நீரை குடித்தால் நிச்சயம் நோய் குணமாகும் என்று குறிப்பிட்ட ஆஸ்ரமம் சொல்கிறது.,fake
என் வலி மேலும் மேலும் ஆழமாகிறது.,negative
என்னை நம்பி ஏமாறாதீர்கள் என்று சொன்னவரே ஏமாற்றிவிட்டார்.,negative
மனசு அமைதியாக இல்லை.,negative
ஓவியம் வரையும்போது மனதில் சந்தோஷம் நிறைகிறது.,positive
பயம் என்னை விடவில்லை.,negative
மாற்றுத் திறனாளிகளுக்கு போதிய வசதி இல்லை.,negative
ஒரு குறிப்பிட்ட நட்சத்திரப் பட்டையை கட்டிக்கொண்டால் நோய் வராது.,fake
கூட்டுறவு சங்கம் கடன் தர மறுக்கிறது.,negative
அம்மா செய்த பொங்கல் சாப்பிட்டால் வேறு ஒன்றும் வேண்டாம்.,positive
